,equity
2013-12-20,241428.23364890562
2013-12-23,242757.70665229307
2013-12-24,243557.3070036267
2013-12-26,244557.8866316174
2013-12-27,242785.708555827
2013-12-30,242543.0893665646
2013-12-31,243843.3940912579
2014-01-02,242158.24557802692
2014-01-03,243454.06069967762
2014-01-06,242728.8691866161
2014-01-07,244711.16097567097
2014-01-08,247319.16057512775
2014-01-09,247653.1629907848
2014-01-10,249659.54839346424
2014-01-13,244712.0843012096
2014-01-14,250222.87429735676
2014-01-15,250785.75546858326
2014-01-16,249929.91682360187
2014-01-17,248605.29660341755
2014-01-21,250792.6838552715
2014-01-22,252155.045870042
2014-01-23,250660.5892393352
2014-01-24,244049.2550441982
2014-01-27,241070.57396814838
2014-01-28,245770.56293318287
2014-01-29,242429.95136187092
2014-01-30,248631.51600191608
2014-01-31,248252.63936541096
2014-02-03,241571.23856736632
2014-02-04,244053.47705937835
2014-02-05,243361.31271554442
2014-02-06,244700.26339913817
2014-02-07,250177.4549379489
2014-02-10,250311.63507939788
2014-02-11,252268.2039652011
2014-02-12,253196.9256191394
2014-02-13,256181.53879929992
2014-02-14,256429.43519212218
2014-02-18,258850.9602995059
2014-02-19,256463.9176397464
2014-02-20,259424.0067253253
2014-02-21,260159.38561440917
2014-02-24,263030.38275529357
2014-02-25,263296.3867530963
2014-02-26,262815.70370770904
2014-02-27,264823.8390617511
2014-02-28,263048.90203477355
2014-03-03,260984.19661622998
2014-03-04,268746.33823209757
2014-03-05,269264.90293508524
2014-03-06,268397.08951002115
2014-03-07,267087.1070232963
2014-03-10,266416.26683908456
2014-03-11,263785.2152062034
2014-03-12,264585.2618518447
2014-03-13,260117.10528570172
2014-03-14,259745.07293992993
2014-03-17,261553.42962699887
2014-03-18,264738.84401660913
2014-03-19,263136.57298427576
2014-03-20,263930.86731058115
2014-03-21,259802.93767362591
2014-03-24,256633.15992361066
2014-03-25,257053.26578145978
2014-03-26,253091.1030321693
2014-03-27,251012.72745519635
2014-03-28,249739.1159301376
2014-03-31,254296.5814719772
2014-04-01,259353.74497571558
2014-04-02,259823.28697553248
2014-04-03,255900.36608329386
2014-04-04,248130.91145768733
2014-04-07,241488.93850532145
2014-04-08,242797.0700799522
2014-04-09,248688.73704448313
2014-04-10,239040.60037246317
2014-04-11,236233.4499718246
2014-04-14,236982.78212085337
2014-04-15,237810.69927039713
2014-04-16,242384.14123359293
2014-04-17,244132.1306425628
2014-04-21,246583.7648998794
2014-04-22,250581.72137370677
2014-04-23,248900.00858178706
2014-04-24,247061.82712236018
2014-04-25,240595.84475770564
2014-04-28,237130.92295613856
2014-04-29,241643.43710246653
