,equity
2021-02-22,1769340.2179101072
2021-02-23,1615126.1888068311
2021-02-24,1720460.4062910276
2021-02-25,1532276.6400043424
2021-02-26,1512573.3165726068
2021-02-27,1528034.717383541
2021-02-28,1490003.4005223443
2021-03-01,1638601.3805473326
2021-03-02,1615173.7579823672
2021-03-03,1641628.5433364674
2021-03-04,1637481.4224870382
2021-03-05,1583161.094742668
2021-03-06,1614516.0105909498
2021-03-07,1716133.560372533
2021-03-08,1702053.133950934
2021-03-09,1838629.1680018927
2021-03-10,1767089.6817563893
2021-03-11,1810219.4925892104
2021-03-12,1767082.3840128176
2021-03-13,1861218.472203961
2021-03-14,1779732.2672453292
2021-03-15,1696415.6796941794
2021-03-16,1702229.7831968125
2021-03-17,1749618.1021294969
2021-03-18,1714964.6144464118
2021-03-19,1767486.9910659909
2021-03-20,1753854.9121758002
2021-03-21,1739251.0276582344
2021-03-22,1719680.7141755808
2021-03-23,1683952.3395225403
2021-03-24,1566169.328638121
2021-03-25,1553952.219068961
2021-03-26,1681124.2102362784
2021-03-27,1699570.780725293
2021-03-28,1713889.8356166598
2021-03-29,1783423.2302809546
2021-03-30,1795092.7571065954
2021-03-31,1800566.7537488989
2021-04-01,1818874.3893007964
2021-04-02,1897126.132013674
2021-04-03,1866043.8166266358
2021-04-04,1952862.9721420547
2021-04-05,2081428.7378238076
2021-04-06,2182613.815878398
2021-04-07,2072966.5249638162
2021-04-08,2205281.1029170747
2021-04-09,2192007.635285835
2021-04-10,2340532.3310077246
2021-04-11,2351730.54149985
2021-04-12,2327092.181183779
2021-04-13,2579260.4172681198
2021-04-14,2826065.827653842
2021-04-15,3153833.798960078
2021-04-16,3975138.8775827335
2021-04-17,3516780.463497212
2021-04-18,3698648.235240656
2021-04-19,3708701.4937781338
2021-04-20,3628361.5991593176
2021-04-21,3627833.7883154005
2021-04-22,3564136.6779872375
2021-04-23,3476694.493751759
2021-04-24,3409563.0037185834
2021-04-25,3445178.8303255797
2021-04-26,3770746.2921876144
